Unit Number,DegreesC,Current (mA),Hours,Voltage (mV),Relative Change
608,130,40,666,5.64134,0.84212
608,130,40,738,5.49026,0.81957
608,130,40,834,5.30747,0.79228
608,130,40,906,5.18275,0.77366
609,130,40,138,6.66505,1
609,130,40,234,6.49341,0.97425
609,130,40,330,6.27834,0.94198
609,130,40,402,6.15143,0.92294
609,130,40,498,5.96635,0.89517
609,130,40,570,5.85687,0.87874
609,130,40,666,5.6887,0.85351
609,130,40,738,5.54247,0.83157
609,130,40,834,5.37757,0.80683
609,130,40,906,5.27271,0.7911
610,130,40,138,6.33504,1
610,130,40,234,6.18836,0.97685
610,130,40,330,6.00142,0.94734
610,130,40,402,5.88193,0.92847
610,130,40,498,5.71599,0.90228
610,130,40,570,5.60631,0.88497
610,130,40,666,5.4716,0.8637
610,130,40,738,5.32756,0.84097
610,130,40,834,5.15989,0.8145
610,130,40,906,5.05248,0.79754
611,130,40,138,6.02345,1
611,130,40,234,5.85161,0.97147
611,130,40,330,5.64684,0.93748
611,130,40,402,5.52222,0.91679
611,130,40,498,5.36669,0.89096
611,130,40,570,5.23029,0.86832
611,130,40,666,5.11657,0.84944
611,130,40,738,4.95561,0.82272
611,130,40,834,4.79399,0.79589
611,130,40,906,4.68668,0.77807
612,130,40,138,6.44768,1
612,130,40,234,6.25273,0.96977
612,130,40,330,6.01771,0.93331
612,130,40,402,5.88011,0.91197
612,130,40,498,5.68763,0.88212
612,130,40,570,5.52421,0.85678
612,130,40,666,5.40528,0.83833
612,130,40,738,5.19264,0.80535
612,130,40,834,4.97925,0.77226
612,130,40,906,4.86759,0.75494
613,130,40,138,7.47048,1
613,130,40,234,7.25749,0.97149
613,130,40,330,6.97581,0.93378
613,130,40,402,6.83549,0.915
613,130,40,498,6.59705,0.88308
613,130,40,570,6.44064,0.86215
613,130,40,666,6.28278,0.84101
613,130,40,738,6.06052,0.81126
613,130,40,834,5.84962,0.78303
613,130,40,906,5.68704,0.76127
614,130,40,138,6.9224,1
614,130,40,234,6.70492,0.96858
614,130,40,330,6.47417,0.93525
614,130,40,402,6.33429,0.91504
614,130,40,498,6.11081,0.88276
614,130,40,570,5.99675,0.86628
614,130,40,666,5.82643,0.84168
614,130,40,738,5.65017,0.81621
614,130,40,834,5.44526,0.78661
614,130,40,906,5.32883,0.7698
615,130,40,138,6.29629,1
615,130,40,234,6.10993,0.9704
615,130,40,330,5.88774,0.93511
615,130,40,402,5.75308,0.91373
615,130,40,498,5.57491,0.88543
615,130,40,570,5.44756,0.8652
615,130,40,666,5.21031,0.82752
615,130,40,738,5.09679,0.80949
615,130,40,834,4.88529,0.7759
615,130,40,906,4.77999,0.75918
616,130,40,138,6.82332,1
616,130,40,234,6.62806,0.97138
616,130,40,330,6.42836,0.94212
616,130,40,402,6.32624,0.92715
616,130,40,498,6.17911,0.90559
616,130,40,570,6.04689,0.88621
616,130,40,666,5.92783,0.86876
616,130,40,738,5.81183,0.85176
616,130,40,834,5.66361,0.83004
616,130,40,906,5.56405,0.81545
617,130,40,138,6.40687,1
617,130,40,234,6.25323,0.97602
617,130,40,330,6.03955,0.94267
617,130,40,402,5.93136,0.92578
617,130,40,498,5.78505,0.90295
617,130,40,570,5.63944,0.88022
617,130,40,666,5.50381,0.85905
617,130,40,738,5.3576,0.83623
617,130,40,834,5.20718,0.81275
617,130,40,906,5.07339,0.79187
618,130,40,138,6.1191,1
618,130,40,234,5.97144,0.97587
618,130,40,330,5.76195,0.94163
618,130,40,402,5.64,0.9217
618,130,40,498,5.47383,0.89455
618,130,40,570,5.35459,0.87506
618,130,40,666,5.20343,0.85036
618,130,40,738,4.98591,0.81481
618,130,40,834,4.83259,0.78975
618,130,40,906,4.72802,0.77267
619,130,40,138,6.49268,1
619,130,40,234,6.22197,0.95831
619,130,40,330,5.95952,0.91788
619,130,40,402,5.84359,0.90003
619,130,40,498,5.59165,0.86122
619,130,40,570,5.45956,0.84088
619,130,40,666,5.28857,0.81454
619,130,40,738,5.02957,0.77465
619,130,40,834,4.87422,0.75073
619,130,40,906,4.69044,0.72242
620,130,40,138,6.018,1
620,130,40,234,5.79279,0.96258
620,130,40,330,5.57652,0.92664
620,130,40,402,5.46532,0.90816
620,130,40,498,5.26947,0.87562
620,130,40,570,5.12473,0.85157
620,130,40,666,4.97606,0.82686
620,130,40,738,4.79161,0.79621
620,130,40,834,4.60518,0.76523
620,130,40,906,4.46267,0.74155
621,130,40,138,6.71233,1
621,130,40,234,6.54604,0.97523
621,130,40,330,6.3441,0.94514
621,130,40,402,6.25942,0.93252
621,130,40,498,6.00691,0.89491
621,130,40,570,5.86446,0.87368
621,130,40,666,5.8233,0.86755
621,130,40,738,5.61218,0.8361
621,130,40,834,5.48778,0.81757
621,130,40,906,5.33952,0.79548
622,130,40,138,6.48989,1
622,130,40,234,6.33136,0.97557
622,130,40,330,6.12777,0.9442
622,130,40,402,6.02172,0.92786
622,130,40,498,5.85768,0.90259
622,130,40,570,5.72464,0.88209
622,130,40,666,5.61961,0.8659
622,130,40,738,5.4609,0.84145
622,130,40,834,5.3302,0.82131
622,130,40,906,5.21047,0.80286
623,130,40,138,6.75342,1
623,130,40,234,6.58269,0.97472
623,130,40,330,6.35365,0.9408
623,130,40,402,6.23562,0.92333
623,130,40,498,6.05313,0.89631
623,130,40,570,5.9508,0.88115
623,130,40,666,5.79442,0.858
623,130,40,738,5.65657,0.83759
623,130,40,834,5.4985,0.81418
623,130,40,906,5.38687,0.79765
624,130,40,138,6.79478,1
624,130,40,234,6.61101,0.97296
624,130,40,330,6.39069,0.94053
624,130,40,402,6.26863,0.92257
624,130,40,498,6.09907,0.89761
624,130,40,570,6.01572,0.88535
624,130,40,666,5.83572,0.85885
624,130,40,738,5.73412,0.8439
624,130,40,834,5.55114,0.81697
624,130,40,906,5.46211,0.80387
625,130,40,138,6.21204,1
625,130,40,234,6.0037,0.96646
625,130,40,330,5.80004,0.93368
625,130,40,402,5.63454,0.90703
625,130,40,498,5.4739,0.88117
625,130,40,570,5.30018,0.85321
625,130,40,666,5.19809,0.83678
625,130,40,738,5.01401,0.80714
625,130,40,834,4.8522,0.7811
625,130,40,906,4.75074,0.76476
626,130,40,138,7.33407,1
626,130,40,234,7.09194,0.96699
626,130,40,330,6.8275,0.93093
626,130,40,402,6.64433,0.90595
626,130,40,498,6.46169,0.88105
626,130,40,570,6.27245,0.85525
626,130,40,666,6.15831,0.83968
626,130,40,738,5.95053,0.81135
626,130,40,834,5.77345,0.78721
626,130,40,906,5.61661,0.76582
627,130,40,138,5.76548,1
627,130,40,234,5.63246,0.97693
627,130,40,330,5.43674,0.94298
627,130,40,402,5.30369,0.91991
627,130,40,498,5.15265,0.89371
627,130,40,570,5.01824,0.87039
627,130,40,666,4.9237,0.854
627,130,40,738,4.75577,0.82487
627,130,40,834,4.62485,0.80216
627,130,40,906,4.49326,0.77934
628,130,40,138,6.13557,1
628,130,40,234,5.99379,0.97689
628,130,40,330,5.80527,0.94617
628,130,40,402,5.70367,0.92961
628,130,40,498,5.52899,0.90114
628,130,40,570,5.43487,0.8858
628,130,40,666,5.29653,0.86325
628,130,40,738,5.16814,0.84232
628,130,40,834,4.99251,0.8137
628,130,40,906,4.86878,0.79353
629,130,40,138,6.2525,1
629,130,40,234,6.06864,0.97059
629,130,40,330,5.84868,0.93541
629,130,40,402,5.72532,0.91569
629,130,40,498,5.56262,0.88966
629,130,40,570,5.45719,0.8728
629,130,40,666,5.28936,0.84596
629,130,40,738,5.19385,0.83068
629,130,40,834,5.01127,0.80148
629,130,40,906,4.92399,0.78752
630,130,40,138,5.75039,1
630,130,40,234,5.58895,0.97193
630,130,40,330,5.46154,0.94977
630,130,40,402,5.36234,0.93252
630,130,40,498,5.21084,0.90617
630,130,40,570,5.13043,0.89219
630,130,40,666,5.02615,0.87405
630,130,40,738,5.00053,0.8696
630,130,40,834,4.78301,0.83177
630,130,40,906,4.76379,0.82843
