Hours,Censoring Indicator,Truncation Hours,Truncation Indicator
23472,Right,2774,Left
23472,Right,2774,Left
19350,Right,2268,Left
11013,Right,18,Left
19348,Right,2267,Left
15254,Right,2307,Left
20100,Right,2111,Left
15255,Right,2307,Left
23346,Right,2329,Left
23474,Right,2774,Left
3186,Right,14,Left
19803,Right,2111,Left
1334,Right,13,Left
15254,Right,2308,Left
7852,Failed,2329,Left
17608,Failed,2112,Left
17389,Right,2112,Left
15256,Right,2308,Left
3329,Right,15,Left
23475,Right,2774,Left
24361,Right,2146,Left
17537,Right,2289,Left
23347,Right,2329,Left
17388,Right,2112,Left
23472,Right,2774,Left
21783,Right,2111,Left
19347,Right,2267,Left
23474,Right,2774,Left
23348,Right,2329,Left
19802,Right,2111,Left
24251,Right,2109,Left
24362,Right,2147,Left
23475,Right,2774,Left
2033,Right,15,Left
17534,Right,2289,Left
3040,Right,14,Left
24216,Right,2108,Left
19456,Right,2309,Left
23541,Right,2267,Left
19800,Right,2111,Left
19475,Right,2330,Left
19346,Right,2267,Left
2393,Right,16,Left
19801,Right,2111,Left
17535,Right,2289,Left
19345,Right,2268,Left
24358,Right,2146,Left
23474,Right,2774,Left
23347,Right,2329,Left
19453,Right,2309,Left
24252,Right,2109,Left
15254,Right,2307,Left
17537,Right,2290,Left
19348,Right,2267,Left
19454,Right,2311,Left
17730,Right,2111,Left
19455,Right,2311,Left
24359,Right,2145,Left
19456,Right,2311,Left
5122,Failed,2310,Left
19474,Right,2332,Left
15254,Right,2308,Left
23471,Right,2773,Left
23340,Right,2328,Left
19125,Right,2112,Left
15255,Right,2308,Left
23346,Right,2329,Left
17389,Right,2112,Left
22291,Right,2111,Left
19800,Right,2111,Left
17606,Failed,2111,Left
10454,Failed,2268,Left
17388,Right,2112,Left
17387,Right,2112,Left
24247,Right,2108,Left
15255,Right,2308,Left
17386,Right,2111,Left
24250,Right,2109,Left
23343,Right,2329,Left
17388,Right,2112,Left
24247,Right,2108,Left
24252,Right,2108,Left
24360,Right,2147,Left
24251,Right,2108,Left
24361,Right,2146,Left
19284,Right,2310,Left
2992,Right,13,Left
24251,Right,2109,Left
19348,Right,2268,Left
19348,Right,2268,Left
17387,Right,2111,Left
24364,Right,2147,Left
19456,Right,2311,Left
19344,Right,2267,Left
15255,Right,2308,Left
19453,Right,2309,Left
24248,Right,2109,Left
22018,Right,2332,Left
24362,Right,2146,Left
17536,Right,2290,Left
19348,Right,2268,Left
4668,Failed,2111,Left
15254,Right,2307,Left
19346,Right,2267,Left
24359,Right,2145,Left
19453,Right,2309,Left
20458,Failed,2328,Left
19345,Right,2267,Left
19804,Right,2111,Left
3138,Right,16,Left
23342,Right,2328,Left
19799,Right,2111,Left
19476,Right,2331,Left
23474,Right,2774,Left
19802,Right,2111,Left
17533,Right,2289,Left
17386,Right,2111,Left
23347,Right,2329,Left
24251,Right,2108,Left
15254,Right,2307,Left
15255,Right,2307,Left
19802,Right,2111,Left
24362,Right,2146,Left
22529,Failed,2329,Left
24248,Right,2108,Left
21845,Right,2311,Left
21085,Right,2111,Left
24218,Right,2108,Left
19349,Right,2268,Left
15256,Right,2307,Left
19477,Right,2332,Left
24248,Right,2108,Left
19800,Right,2111,Left
17728,Right,2111,Left
24249,Right,2108,Left
23474,Right,2774,Left
2514,Right,16,Left
15254,Right,2307,Left
19346,Right,2267,Left
20487,Failed,2329,Left
17537,Right,2290,Left
10527,Failed,2267,Left
19348,Right,2268,Left
19346,Right,2268,Left
15252,Right,2306,Left
19344,Right,2267,Left
15253,Right,2307,Left
15253,Right,2307,Left
17536,Right,2290,Left
3671,Failed,18,Left
17735,Right,2112,Left
15254,Right,2307,Left
19344,Right,2267,Left
24357,Right,2146,Left
23340,Right,2329,Left
20471,Failed,2774,Left
23474,Right,2774,Left
24252,Right,2109,Left
19454,Right,2311,Left
24249,Right,2108,Left
23474,Right,2774,Left
23475,Right,2774,Left
22023,Right,2310,Left
23475,Right,2774,Left
19799,Right,2111,Left
23472,Right,2774,Left
19454,Right,2309,Left
23472,Right,2774,Left
1889,Failed,16,Left
19797,Right,2111,Left
19345,Right,2267,Left
24362,Right,2148,Left
2178,Right,17,Left
2434,Failed,2329,Left
13252,Right,461,Left
18769,Failed,11189,Left
23253,Failed,11189,Left
32731,Right,12206,Left
15355,Right,12207,Left
9610,Right,9,Left
13370,Failed,11415,Left
9702,Right,10,Left
10397,Failed,9,Left
18469,Right,6741,Left
17715,Failed,7356,Left
13782,Failed,12207,Left
14335,Right,11190,Left
23303,Failed,11190,Left
19812,Failed,6732,Left
17236,Failed,5194,Left
23284,Failed,11188,Left
18956,Failed,11188,Left
20585,Right,8853,Left
20591,Right,7466,Left
18395,Failed,9476,Left
17577,Failed,7985,Left
17681,Failed,7922,Left
21313,Right,8336,Left
21110,Right,8011,Left
22745,Right,7469,Left
20585,Failed,8853,Left
19731,Failed,7355,Left
19026,Right,7921,Left
19026,Right,7921,Left
14433,Right,11189,Left
23289,Failed,11189,Left
23234,Right,11188,Left
14335,Right,11190,Left
23231,Right,11187,Left
21975,Failed,9524,Left
21313,Right,8336,Left
10498,Failed,10302,Left
21975,Failed,9523,Left
10764,Failed,9778,Left
11819,Failed,9778,Left
15069,Failed,9366,Left
21099,Right,9347,Left
21808,Right,9708,Left
21528,Right,9586,Left
21527,Right,9585,Left
17915,Failed,9387,Left
24737,Right,9468,Left
18450,Right,7210,Left
22817,Failed,9746,Left
22604,Right,10326,Left
27715,Failed,9387,Left
25052,Failed,9387,Left
21317,Right,8338,Left
24741,Right,9470,Left
22773,Right,10324,Left
15844,Failed,9337,Left
13566,Failed,8055,Left
17969,Right,5723,Left
13910,Failed,4313,Left
23232,Right,11188,Left
23233,Right,11188,Left
12102,Right,9,Left
18853,Right,7484,Left
21106,Right,8009,Left
20228,Right,8856,Left
23106,Right,9476,Left
19203,Failed,7468,Left
16520,Right,4476,Left
18774,Failed,8843,Left
21769,Right,8842,Left
19862,Failed,7484,Left
17550,Failed,8843,Left
21490,Right,9116,Left
13947,Right,11,Left
21107,Right,8010,Left
23105,Right,9476,Left
21769,Right,8837,Left
17716,Right,9219,Left
10665,Right,9,Left
19004,Failed,7944,Left
17841,Right,4930,Left
18028,Right,6657,Left
9100,Failed,31,Left
28196,Right,5723,Left
18726,Right,6482,Left
16280,Failed,5557,Left
19265,Right,4863,Left
16795,Right,4851,Left
8018,Failed,7,Left
19261,Right,4861,Left
15283,Right,11,Left
21001,Right,5723,Left
19434,Failed,7212,Left
12112,Failed,5011,Left
20582,Right,8852,Left
21146,Right,5878,Left
17087,Failed,6482,Left
6887,Right,10,Left
11230,Failed,1852,Left
18941,Right,5168,Left
18600,Failed,6966,Left
17078,Failed,7485,Left
17027,Failed,6966,Left
18459,Failed,6482,Left
18726,Failed,6483,Left
18601,Right,6966,Left
20289,Right,4851,Left
18222,Right,5148,Left
21244,Right,9367,Left
21101,Right,9348,Left
21490,Right,9116,Left
21695,Failed,9316,Left
19204,Failed,7468,Left
22505,Right,10274,Left
23250,Failed,10270,Left
23745,Right,10301,Left
16084,Failed,10301,Left
23294,Right,10315,Left
18838,Failed,10324,Left
23413,Failed,10302,Left
22606,Right,10326,Left
22773,Right,10324,Left
22777,Right,10325,Left
18765,Failed,9388,Left
22672,Failed,9598,Left
21101,Failed,9348,Left
22592,Right,9337,Left
21099,Right,9348,Left
21746,Failed,9370,Left
21028,Failed,9369,Left
21762,Failed,10275,Left
10156,Right,9587,Left
18274,Right,9777,Left
20017,Failed,9315,Left
21074,Failed,9367,Left
21744,Right,9369,Left
22769,Right,9695,Left
22506,Right,10274,Left
13978,Failed,9541,Left
21695,Failed,9315,Left
21722,Failed,9388,Left
17885,Failed,9344,Left
20008,Failed,9708,Left
12508,Right,9369,Left
22094,Failed,9534,Left
21745,Right,9370,Left
19055,Failed,9366,Left
21695,Failed,9316,Left
18526,Failed,10324,Left
19028,Failed,7922,Left
17568,Failed,7467,Left
20401,Right,8359,Left
14737,Failed,7468,Left
21769,Right,8837,Left
21770,Right,8837,Left
19005,Failed,7945,Left
20228,Right,8856,Left
17470,Failed,7493,Left
22775,Right,10324,Left
20202,Failed,10274,Left
19284,Right,8037,Left
23249,Right,10269,Left
22605,Right,10326,Left
19862,Failed,7484,Left
16221,Failed,10324,Left
20402,Right,8360,Left
18354,Failed,8833,Left
19777,Failed,8337,Left
18857,Right,7484,Left
11994,Right,8855,Left
15520,Failed,7484,Left
21315,Failed,8337,Left
19862,Failed,7484,Left
18856,Right,7484,Left
16382,Failed,7494,Left
20585,Right,8853,Left
18806,Failed,7484,Left
20075,Failed,9344,Left
19862,Right,7484,Left
22598,Right,9343,Left
19287,Failed,8037,Left
18853,Failed,7484,Left
18739,Right,7493,Left
18735,Failed,7493,Left
19024,Failed,7921,Left
18857,Right,7484,Left
17054,Failed,7483,Left
22747,Right,7470,Left
20592,Right,7466,Left
19028,Right,7922,Left
19287,Right,8037,Left
20224,Failed,8855,Left
9354,Failed,8833,Left
17484,Failed,7484,Left
14867,Right,7494,Left
18585,Failed,7985,Left
19090,Failed,7985,Left
22597,Right,9344,Left
8763,Failed,7469,Left
20585,Failed,8853,Left
17676,Failed,7484,Left
18745,Failed,7493,Left
19203,Right,7468,Left
19578,Failed,8855,Left
22746,Right,7469,Left
17403,Right,2125,Left
21101,Failed,9348,Left
17756,Failed,9387,Left
17660,Failed,9388,Left
21780,Right,8849,Left
19285,Failed,8036,Left
19861,Right,7484,Left
8513,Right,925,Left
22593,Failed,9337,Left
12513,Right,9369,Left
21100,Right,9347,Left
24738,Right,9469,Left
22507,Right,10274,Left
22596,Right,9338,Left
21527,Failed,9587,Left
16991,Failed,10301,Left
18334,Failed,9366,Left
16287,Failed,9387,Left
19956,Failed,8850,Left
18270,Right,9772,Left
22684,Failed,9610,Left
21742,Failed,9369,Left
22956,Failed,9468,Left
11965,Failed,9315,Left
18200,Failed,8010,Left
13445,Failed,7469,Left
18265,Right,9768,Left
20935,Right,9533,Left
18633,Failed,10265,Left
19166,Right,7962,Left
17777,Failed,8855,Left
18599,Right,6965,Left
18738,Right,7493,Left
18739,Right,7492,Left
18740,Failed,7493,Left
18739,Right,7493,Left
18739,Right,7493,Left
18733,Right,7493,Left
18740,Failed,7493,Left
16478,Failed,9647,Left
15338,Failed,10325,Left
21526,Failed,9586,Left
22775,Right,10324,Left
23252,Right,10273,Left
10097,Right,9529,Left
21692,Failed,9315,Left
21783,Right,8851,Left
21384,Failed,9587,Left
17444,Failed,9387,Left
22607,Right,10327,Left
23295,Right,10315,Left
22508,Right,10274,Left
21069,Right,7992,Left
22506,Right,10274,Left
20709,Failed,10326,Left
20678,Failed,10316,Left
22775,Right,10324,Left
23409,Failed,10301,Left
23296,Right,10315,Left
17173,Failed,10301,Left
22777,Right,10325,Left
23747,Right,10301,Left
22774,Right,10324,Left
23297,Right,10317,Left
20227,Right,8856,Left
18644,Failed,7944,Left
20228,Right,8856,Left
20400,Failed,8359,Left
20593,Failed,7466,Left
18368,Failed,8843,Left
23107,Right,9477,Left
17676,Failed,7484,Left
20074,Failed,8842,Left
20228,Failed,8856,Left
16223,Failed,9477,Left
18059,Right,4476,Left
22600,Right,9344,Left
19912,Failed,8854,Left
23103,Right,9476,Left
15259,Failed,8854,Left
12621,Right,9476,Left
19860,Failed,7484,Left
21771,Right,8838,Left
21605,Right,9232,Left
19203,Right,7468,Left
18272,Right,9776,Left
14588,Failed,9366,Left
14372,Failed,9367,Left
22987,Failed,9599,Left
17391,Failed,8853,Left
20244,Failed,8004,Left
21695,Failed,9316,Left
20585,Right,8853,Left
18684,Right,7437,Left
18739,Failed,7493,Left
18738,Right,7492,Left
18854,Right,7484,Left
13345,Failed,7467,Left
18734,Right,7493,Left
22746,Right,7469,Left
20582,Right,8852,Left
12646,Failed,7494,Left
19863,Right,7485,Left
18064,Failed,7484,Left
14267,Failed,7922,Left
18855,Failed,7483,Left
20225,Right,8855,Left
20590,Right,7466,Left
18854,Right,7484,Left
18856,Right,7484,Left
19026,Failed,7921,Left
19285,Right,8037,Left
10617,Right,7469,Left
20585,Right,8853,Left
18739,Right,7492,Left
21767,Right,8836,Left
13830,Failed,7485,Left
20772,Failed,7469,Left
17767,Failed,9345,Left
11217,Failed,9343,Left
18855,Failed,7483,Left
18853,Right,7484,Left
20582,Right,8852,Left
15093,Failed,7492,Left
19088,Failed,7984,Left
18855,Right,7485,Left
29693,Right,9476,Left
20225,Failed,8855,Left
22746,Right,7469,Left
12145,Failed,8010,Left
10623,Right,7484,Left
19861,Failed,7484,Left
18772,Failed,7469,Left
20582,Right,8852,Left
22596,Failed,9338,Left
18875,Failed,8850,Left
19202,Right,7468,Left
19203,Failed,7468,Left
21766,Right,8834,Left
21770,Right,8837,Left
21769,Right,8837,Left
21769,Right,8842,Left
21770,Right,8837,Left
19205,Right,7469,Left
21763,Right,8832,Left
21766,Right,8836,Left
19200,Failed,7467,Left
17395,Failed,8359,Left
21771,Right,8838,Left
19286,Right,8036,Left
19863,Right,7485,Left
20228,Right,8856,Left
20401,Right,8359,Left
20585,Failed,8853,Left
23102,Right,9476,Left
20585,Right,8853,Left
20228,Right,8856,Left
21768,Right,8836,Left
14853,Failed,7493,Left
18735,Right,7493,Left
20290,Failed,9476,Left
22590,Right,9337,Left
19284,Right,8036,Left
20590,Right,7466,Left
18855,Right,7483,Left
19287,Right,8037,Left
21106,Right,8010,Left
18854,Right,7484,Left
17732,Failed,8856,Left
18856,Right,7484,Left
16007,Failed,7468,Left
19467,Failed,9337,Left
20400,Right,8358,Left
21769,Failed,8842,Left
19146,Failed,8855,Left
12486,Right,9343,Left
23102,Right,9476,Left
18739,Right,7493,Left
20225,Right,8854,Left
22747,Right,7469,Left
18857,Failed,7484,Left
20590,Right,7466,Left
22746,Right,7469,Left
14002,Failed,7984,Left
19026,Right,7922,Left
18856,Right,7485,Left
14368,Failed,8853,Left
20226,Right,8855,Left
18855,Right,7485,Left
18740,Failed,7493,Left
17270,Failed,8853,Left
17436,Failed,7484,Left
9140,Failed,7484,Left
19863,Right,7485,Left
19863,Failed,7485,Left
19284,Right,8036,Left
20585,Right,8853,Left
18856,Right,7483,Left
18855,Right,7483,Left
18855,Failed,7485,Left
21313,Right,8336,Left
20590,Right,7466,Left
19024,Failed,7921,Left
18738,Failed,7493,Left
18854,Right,7484,Left
18854,Right,7484,Left
17004,Failed,7484,Left
18858,Right,7484,Left
19027,Right,7922,Left
19028,Failed,7922,Left
15185,Failed,7484,Left
15212,Failed,7493,Left
21316,Right,8338,Left
18095,Failed,7467,Left
19026,Failed,7921,Left
17985,Failed,7483,Left
18739,Right,7493,Left
11500,Right,8382,Left
18740,Right,7493,Left
15300,Failed,7469,Left
19315,Failed,7942,Left
21637,Right,7864,Left
19287,Right,8038,Left
19285,Right,8037,Left
21635,Right,7863,Left
20257,Failed,8357,Left
19006,Right,7946,Left
20403,Right,8360,Left
20593,Right,7467,Left
17878,Failed,8356,Left
21792,Right,8355,Left
18859,Right,7485,Left
19381,Failed,8355,Left
19019,Failed,7960,Left
21779,Right,8343,Left
21790,Right,8355,Left
15381,Failed,6484,Left
18520,Failed,8002,Left
14357,Failed,8002,Left
21106,Right,8010,Left
21633,Right,7864,Left
20243,Failed,8002,Left
13324,Failed,7942,Left
21794,Right,8356,Left
20400,Right,8359,Left
19862,Failed,7485,Left
20582,Right,8852,Left
18741,Failed,7493,Left
21639,Right,7864,Left
20242,Right,8001,Left
21793,Failed,8356,Left
18858,Failed,7484,Left
20239,Right,8001,Left
19252,Failed,7880,Left
18855,Right,7483,Left
21111,Right,8011,Left
21795,Right,8357,Left
20240,Right,8001,Left
20243,Right,8003,Left
9359,Failed,8357,Left
20589,Failed,7465,Left
21794,Right,8356,Left
19242,Right,8035,Left
21793,Failed,8356,Left
19028,Right,7922,Left
19205,Failed,7469,Left
17858,Failed,7468,Left
20402,Right,8360,Left
19021,Failed,7961,Left
21779,Failed,8849,Left
22598,Failed,9343,Left
20228,Right,8856,Left
16519,Right,4476,Left
19531,Failed,9477,Left
20227,Right,8856,Left
20401,Right,8359,Left
18737,Failed,7493,Left
14184,Failed,8836,Left
21779,Right,8848,Left
21764,Right,8833,Left
22599,Right,9343,Left
21743,Right,9369,Left
20225,Right,8855,Left
18857,Right,7484,Left
20592,Right,7466,Left
19315,Right,7942,Left
19811,Failed,8003,Left
8201,Failed,8002,Left
18377,Failed,7942,Left
20593,Right,7466,Left
14587,Failed,7484,Left
21764,Failed,8834,Left
20400,Right,8359,Left
21769,Right,8838,Left
19203,Right,7468,Left
21769,Right,8836,Left
20377,Right,8360,Left
21770,Right,8843,Left
11995,Right,8856,Left
15216,Failed,9338,Left
23103,Right,9476,Left
22589,Right,9337,Left
18539,Failed,9476,Left
20226,Right,8855,Left
20227,Failed,8856,Left
19028,Right,7922,Left
22744,Right,7469,Left
23107,Right,9477,Left
18425,Failed,9476,Left
20228,Right,8856,Left
21107,Right,8010,Left
20398,Failed,8359,Left
19203,Failed,7469,Left
18739,Failed,7493,Left
22600,Right,9344,Left
21771,Right,8843,Left
15367,Failed,9344,Left
23107,Right,9477,Left
21767,Right,8834,Left
20242,Right,8003,Left
21636,Right,7863,Left
19197,Right,8036,Left
21639,Right,7865,Left
18320,Failed,7945,Left
22597,Right,9338,Left
19860,Failed,7483,Left
21764,Right,8833,Left
21490,Failed,9117,Left
18210,Failed,7484,Left
21108,Right,8010,Left
18740,Right,7493,Left
8767,Failed,8011,Left
21317,Right,8338,Left
16342,Failed,7897,Left
16406,Failed,8034,Left
19242,Right,8035,Left
21638,Right,7864,Left
16208,Failed,8010,Left
21313,Right,8337,Left
16103,Failed,8356,Left
19241,Right,8035,Left
19007,Failed,7946,Left
22240,Failed,9476,Left
21314,Right,8336,Left
20585,Right,8853,Left
21763,Right,8832,Left
10571,Right,7485,Left
22593,Failed,9338,Left
22594,Right,9337,Left
21770,Right,8837,Left
20585,Right,8853,Left
22600,Right,9343,Left
18742,Failed,7494,Left
18739,Failed,7493,Left
21107,Right,8010,Left
21314,Right,8337,Left
20585,Failed,8853,Left
19286,Right,8037,Left
20592,Right,7466,Left
18853,Failed,7484,Left
9126,Failed,7469,Left
20585,Failed,8853,Left
18738,Right,7493,Left
15380,Failed,8855,Left
18855,Right,7485,Left
22748,Right,7470,Left
18741,Failed,7493,Left
13073,Right,9,Left
21764,Failed,8833,Left
18684,Failed,7468,Left
22599,Right,9343,Left
20225,Failed,8855,Left
17194,Failed,9476,Left
21770,Right,8843,Left
21490,Failed,9116,Left
22555,Right,9298,Left
19019,Failed,7960,Left
19809,Failed,8849,Left
12621,Right,9475,Left
20225,Failed,8855,Left
20143,Failed,8854,Left
9652,Failed,8836,Left
17777,Failed,8855,Left
21766,Right,8834,Left
20402,Failed,8360,Left
21109,Failed,8011,Left
21110,Right,8011,Left
21766,Right,8833,Left
17278,Failed,8359,Left
21764,Right,8833,Left
20228,Right,8856,Left
23107,Right,9477,Left
15519,Failed,7484,Left
20226,Failed,8855,Left
21229,Failed,9476,Left
8490,Failed,7943,Left
22594,Right,9337,Left
19203,Right,7468,Left
20402,Right,8360,Left
21773,Right,8841,Left
19572,Failed,8852,Left
21769,Failed,8842,Left
18357,Failed,8836,Left
20226,Right,8855,Left
21770,Right,8842,Left
21768,Right,8837,Left
20226,Failed,8855,Left
23103,Right,9476,Left
20401,Right,8359,Left
15497,Failed,8855,Left
17278,Failed,8359,Left
18394,Failed,9476,Left
15195,Failed,9476,Left
23104,Failed,9476,Left
21770,Failed,8842,Left
14084,Failed,7922,Left
19203,Failed,7468,Left
17778,Failed,7943,Left
21765,Right,8834,Left
21768,Right,8837,Left
19145,Failed,8854,Left
23107,Right,9477,Left
20188,Failed,8835,Left
23108,Failed,9477,Left
22591,Failed,9337,Left
22192,Failed,9476,Left
21766,Right,8834,Left
19005,Failed,7944,Left
19706,Failed,8843,Left
22599,Right,9343,Left
20226,Right,8855,Left
21750,Right,8837,Left
21768,Right,8837,Left
17719,Failed,9343,Left
12488,Right,9345,Left
12492,Right,9476,Left
20593,Right,7467,Left
15685,Failed,8034,Left
20226,Failed,8855,Left
21783,Right,8851,Left
21770,Right,8842,Left
19070,Failed,9477,Left
14843,Failed,9343,Left
19204,Failed,7468,Left
11071,Failed,9476,Left
15984,Failed,9476,Left
18860,Failed,8856,Left
19006,Right,7946,Left
18230,Failed,9477,Left
20226,Failed,8855,Left
20227,Right,8856,Left
19706,Failed,8843,Left
21767,Right,8836,Left
20399,Right,8358,Left
19001,Failed,7943,Left
16462,Failed,8358,Left
19834,Failed,8849,Left
18442,Failed,9476,Left
21768,Failed,8842,Left
20583,Failed,8852,Left
18017,Failed,7943,Left
18224,Failed,9476,Left
16207,Failed,9476,Left
21766,Right,8835,Left
19201,Right,7467,Left
19025,Failed,7921,Left
21767,Right,8842,Left
19375,Failed,8341,Left
19318,Right,7943,Left
21793,Right,8357,Left
13358,Failed,8356,Left
21793,Right,8357,Left
19314,Failed,7942,Left
20401,Right,8359,Left
21111,Right,8011,Left
21792,Right,8356,Left
21640,Failed,7865,Left
20401,Failed,8359,Left
17762,Failed,6438,Left
17809,Failed,6482,Left
16101,Failed,6966,Left
13281,Failed,7921,Left
23106,Right,9477,Left
22384,Failed,9476,Left
18539,Failed,9476,Left
18034,Failed,9476,Left
18034,Failed,9476,Left
23106,Right,9477,Left
16218,Failed,9476,Left
19193,Failed,8855,Left
13583,Failed,6483,Left
18858,Failed,7484,Left
19240,Right,8034,Left
19028,Failed,7922,Left
16270,Failed,7946,Left
19241,Right,8035,Left
18857,Failed,7484,Left
19253,Right,7880,Left
9475,Failed,7994,Left
21073,Failed,7993,Left
21111,Failed,8012,Left
18857,Right,7484,Left
19240,Failed,8034,Left
21069,Failed,7992,Left
21789,Right,8355,Left
20473,Failed,7466,Left
20124,Failed,7466,Left
21792,Failed,7469,Left
21631,Failed,7863,Left
20591,Failed,7466,Left
18856,Right,7483,Left
19007,Failed,7946,Left
20594,Right,7467,Left
19315,Failed,7943,Left
20591,Right,7466,Left
18858,Right,7484,Left
18858,Failed,7484,Left
15646,Failed,7484,Left
19005,Right,7944,Left
19002,Right,7943,Left
20589,Right,7465,Left
21633,Right,7864,Left
12670,Failed,7466,Left
20400,Right,8359,Left
19862,Right,7484,Left
19007,Failed,7946,Left
18740,Right,7493,Left
18855,Right,7485,Left
14719,Failed,7493,Left
19287,Right,8037,Left
15712,Failed,8852,Left
17845,Failed,8037,Left
19026,Failed,7921,Left
21107,Right,8009,Left
22748,Right,7470,Left
21106,Right,8010,Left
18739,Failed,7493,Left
18854,Failed,7483,Left
19862,Right,7484,Left
22746,Right,7470,Left
22746,Right,7469,Left
21314,Right,8337,Left
21107,Failed,8010,Left
19861,Right,7484,Left
19862,Right,7484,Left
18293,Failed,7865,Left
19641,Failed,7469,Left
18855,Right,7484,Left
21639,Right,7865,Left
21692,Right,8355,Left
18854,Right,7484,Left
15959,Failed,7065,Left
21109,Right,8011,Left
19285,Right,8036,Left
19025,Failed,7921,Left
18740,Failed,7494,Left
17582,Failed,7484,Left
21795,Right,8356,Left
19239,Right,8033,Left
10623,Right,7484,Left
21316,Right,8338,Left
19860,Right,7484,Left
19007,Failed,7946,Left
19392,Failed,8356,Left
15127,Right,2675,Left
20404,Right,8360,Left
18739,Right,7492,Left
19243,Right,8035,Left
18689,Failed,8035,Left
21070,Right,7992,Left
19004,Right,7945,Left
16979,Failed,8036,Left
20241,Failed,8001,Left
19283,Right,8036,Left
13815,Failed,7484,Left
21313,Right,8336,Left
18684,Failed,7985,Left
18854,Right,7484,Left
21637,Right,7864,Left
20238,Right,8000,Left
12833,Failed,7484,Left
13084,Failed,7879,Left
18856,Failed,7483,Left
19582,Failed,6484,Left
21643,Failed,7865,Left
19284,Right,8036,Left
19001,Failed,7943,Left
20241,Right,8002,Left
18854,Right,7484,Left
21635,Right,7864,Left
16707,Failed,7468,Left
10450,Right,7469,Left
18694,Failed,8336,Left
21312,Right,8336,Left
20582,Failed,8852,Left
21106,Right,8010,Left
19025,Failed,7921,Left
18694,Right,7493,Left
19240,Failed,8034,Left
21314,Right,8337,Left
15499,Failed,7921,Left
19025,Right,7921,Left
21107,Right,8010,Left
21107,Right,8010,Left
21107,Right,8010,Left
19025,Failed,7921,Left
15758,Failed,7483,Left
20582,Right,8852,Left
19090,Failed,8010,Left
18743,Failed,7493,Left
18855,Right,7483,Left
21107,Right,8010,Left
21107,Failed,8010,Left
21315,Failed,8337,Left
19284,Right,8036,Left
18858,Right,7484,Left
20589,Right,7465,Left
21133,Right,8037,Left
14094,Failed,2841,Left
21316,Right,8337,Left
21313,Right,8336,Left
17559,Failed,8853,Left
21315,Right,8337,Left
18854,Right,7484,Left
18599,Failed,6966,Left
18365,Right,6490,Left
21733,Right,6484,Left
15415,Failed,1975,Left
19333,Right,6542,Left
18598,Right,6965,Left
11719,Right,658,Left
18362,Right,6489,Left
11311,Failed,6485,Left
19333,Right,6542,Left
18723,Right,6482,Left
17026,Failed,6444,Left
17235,Failed,6472,Left
18364,Right,6490,Left
15186,Failed,6482,Left
7466,Failed,6481,Left
17236,Right,6472,Left
19582,Right,6484,Left
18637,Failed,7003,Left
18634,Failed,7001,Left
18360,Right,6488,Left
18362,Failed,6490,Left
16349,Failed,6470,Left
8197,Failed,6541,Left
17236,Right,6472,Left
18637,Failed,7003,Left
18360,Right,6488,Left
17709,Failed,6965,Left
18599,Right,6965,Left
17314,Failed,6545,Left
22155,Right,177,Left
18360,Failed,6488,Left
17233,Right,6471,Left
21736,Right,6484,Left
19329,Right,6541,Left
19583,Right,6483,Left
19816,Right,6523,Left
18421,Right,4019,Left
16254,Failed,4716,Left
19813,Failed,6522,Left
10638,Right,12,Left
23060,Right,5809,Left
18079,Right,5172,Left
21467,Failed,5812,Left
28753,Right,6280,Left
14939,Right,2998,Left
16522,Right,4477,Left
23361,Failed,5733,Left
27660,Right,5809,Left
18510,Right,5700,Left
19281,Right,6349,Left
20808,Failed,5029,Left
19419,Failed,6154,Left
17842,Right,5030,Left
19614,Right,6155,Left
17243,Failed,5028,Left
28760,Right,6281,Left
26333,Right,5849,Left
28759,Right,6281,Left
17969,Right,2697,Left
21714,Right,5879,Left
28760,Right,6281,Left
25466,Failed,6281,Left
18752,Failed,6302,Left
21145,Right,5878,Left
13928,Right,1688,Left
17118,Right,4187,Left
11885,Failed,4523,Left
20057,Right,6303,Left
17978,Right,5068,Left
19982,Right,6304,Left
26266,Right,5781,Left
21544,Right,6300,Left
18610,Right,5797,Left
18729,Right,5144,Left
18225,Failed,5147,Left
26265,Right,5781,Left
19474,Right,6372,Left
19760,Right,6298,Left
20060,Right,6304,Left
26266,Right,5781,Left
20057,Right,6303,Left
20059,Right,6304,Left
17976,Right,5067,Left
17856,Failed,4945,Left
17976,Right,5065,Left
26702,Right,6150,Left
21149,Right,5879,Left
20060,Right,6304,Left
19475,Right,6372,Left
20059,Right,6303,Left
18727,Right,5143,Left
19756,Right,6296,Left
21147,Right,5878,Left
19759,Right,6297,Left
20060,Right,6304,Left
20852,Right,3699,Left
17845,Right,4933,Left
23252,Right,5815,Left
25535,Right,5879,Left
26333,Right,5850,Left
19760,Right,6297,Left
26693,Right,6150,Left
18243,Failed,6300,Left
21037,Right,5764,Left
21003,Right,5736,Left
21543,Right,6300,Left
26694,Right,6150,Left
19760,Right,6297,Left
9435,Right,6298,Left
17029,Failed,2112,Left
23253,Right,5815,Left
19333,Right,4932,Left
17381,Failed,5144,Left
28760,Right,6282,Left
23253,Right,5815,Left
19334,Right,4932,Left
19739,Right,6302,Left
19739,Right,6302,Left
19738,Right,6302,Left
28759,Right,6281,Left
28759,Right,6281,Left
18156,Failed,4862,Left
1892,Failed,9,Left
9997,Right,13,Left
18080,Right,5173,Left
