Unit,JTemp,Current,Hours,RelativeChange
608,130,40,138,0.9575
608,130,40,234,0.932
608,130,40,330,0.8968
608,130,40,402,0.8794
608,130,40,498,0.8508
608,130,40,570,0.8322
608,130,40,666,0.8063
608,130,40,738,0.7847
608,130,40,834,0.7586
608,130,40,906,0.7408
609,130,40,0,1
609,130,40,18,1.039
609,130,40,42,1.0264
609,130,40,66,1.0015
609,130,40,138,0.965
609,130,40,234,0.9401
609,130,40,330,0.909
609,130,40,402,0.8906
609,130,40,498,0.8638
609,130,40,570,0.8479
609,130,40,666,0.8236
609,130,40,738,0.8024
609,130,40,834,0.7786
609,130,40,906,0.7634
610,130,40,0,1
610,130,40,18,1.1499
610,130,40,42,1.1309
610,130,40,66,1.0964
610,130,40,138,1.0556
610,130,40,234,1.0312
610,130,40,330,1
610,130,40,402,0.9801
610,130,40,498,0.9524
610,130,40,570,0.9342
610,130,40,666,0.9117
610,130,40,738,0.8877
610,130,40,834,0.8598
610,130,40,906,0.8419
611,130,40,0,1
611,130,40,18,1.0268
611,130,40,42,1.0093
611,130,40,66,0.9829
611,130,40,138,0.9465
611,130,40,234,0.9195
611,130,40,330,0.8874
611,130,40,402,0.8678
611,130,40,498,0.8433
611,130,40,570,0.8219
611,130,40,666,0.804
611,130,40,738,0.7787
611,130,40,834,0.7533
611,130,40,906,0.7365
612,130,40,0,1
612,130,40,18,1.0023
612,130,40,42,0.9896
612,130,40,66,0.9651
612,130,40,138,0.9187
612,130,40,234,0.8909
612,130,40,330,0.8574
612,130,40,402,0.8378
612,130,40,498,0.8104
612,130,40,570,0.7871
612,130,40,666,0.7702
612,130,40,738,0.7399
612,130,40,834,0.7095
612,130,40,906,0.6935
613,130,40,0,1
613,130,40,18,1.011
613,130,40,42,0.9956
613,130,40,66,0.9701
613,130,40,138,0.9256
613,130,40,234,0.8992
613,130,40,330,0.8643
613,130,40,402,0.847
613,130,40,498,0.8174
613,130,40,570,0.798
613,130,40,666,0.7785
613,130,40,738,0.7509
613,130,40,834,0.7248
613,130,40,906,0.7047
614,130,40,0,1
614,130,40,18,1.0272
614,130,40,42,1.011
614,130,40,66,0.982
614,130,40,138,0.9393
614,130,40,234,0.9098
614,130,40,330,0.8784
614,130,40,402,0.8595
614,130,40,498,0.8291
614,130,40,570,0.8137
614,130,40,666,0.7906
614,130,40,738,0.7666
614,130,40,834,0.7388
614,130,40,906,0.723
615,130,40,0,1
615,130,40,18,1.0249
615,130,40,42,1.0044
615,130,40,66,0.9773
615,130,40,138,0.941
615,130,40,234,0.9131
615,130,40,330,0.8799
615,130,40,402,0.8598
615,130,40,498,0.8332
615,130,40,570,0.8141
615,130,40,666,0.7787
615,130,40,738,0.7617
615,130,40,834,0.7301
615,130,40,906,0.7144
616,130,40,0,1
616,130,40,18,1.0269
616,130,40,42,1.0144
616,130,40,66,0.9883
616,130,40,138,0.9488
616,130,40,234,0.9217
616,130,40,330,0.8939
616,130,40,402,0.8797
616,130,40,498,0.8592
616,130,40,570,0.8409
616,130,40,666,0.8243
616,130,40,738,0.8082
616,130,40,834,0.7876
616,130,40,906,0.7737
617,130,40,0,1
617,130,40,18,1.0505
617,130,40,42,1.0324
617,130,40,66,1.0057
617,130,40,138,0.9657
617,130,40,234,0.9425
617,130,40,330,0.9103
617,130,40,402,0.894
617,130,40,498,0.872
617,130,40,570,0.85
617,130,40,666,0.8296
617,130,40,738,0.8076
617,130,40,834,0.7849
617,130,40,906,0.7647
618,130,40,0,1
618,130,40,18,1.0757
618,130,40,42,1.0617
618,130,40,66,1.0338
618,130,40,138,0.9938
618,130,40,234,0.9698
618,130,40,330,0.9358
618,130,40,402,0.916
618,130,40,498,0.889
618,130,40,570,0.8696
618,130,40,666,0.8451
618,130,40,738,0.8097
618,130,40,834,0.7848
618,130,40,906,0.7679
619,130,40,0,1
619,130,40,18,1.0234
619,130,40,42,1.0099
619,130,40,66,0.9768
619,130,40,138,0.9388
619,130,40,234,0.8996
619,130,40,330,0.8617
619,130,40,402,0.8449
619,130,40,498,0.8085
619,130,40,570,0.7894
619,130,40,666,0.7647
619,130,40,738,0.7272
619,130,40,834,0.7048
619,130,40,906,0.6782
620,130,40,0,1
620,130,40,18,0.9812
620,130,40,42,0.9344
620,130,40,66,0.9104
620,130,40,138,0.8799
620,130,40,234,0.8469
620,130,40,330,0.8153
620,130,40,402,0.7991
620,130,40,498,0.7704
620,130,40,570,0.7493
620,130,40,666,0.7275
620,130,40,738,0.7006
620,130,40,834,0.6733
620,130,40,906,0.6525
621,130,40,0,1
621,130,40,18,1.0487
621,130,40,42,1.0198
621,130,40,66,0.9942
621,130,40,138,0.9572
621,130,40,234,0.9335
621,130,40,330,0.9047
621,130,40,402,0.8926
621,130,40,498,0.8566
621,130,40,570,0.8363
621,130,40,666,0.8304
621,130,40,738,0.8003
621,130,40,834,0.7826
621,130,40,906,0.7614
622,130,40,0,1
622,130,40,18,1.0889
622,130,40,42,1.0714
622,130,40,66,1.0464
622,130,40,138,1.0073
622,130,40,234,0.9827
622,130,40,330,0.9511
622,130,40,402,0.9346
622,130,40,498,0.9092
622,130,40,570,0.8885
622,130,40,666,0.8722
622,130,40,738,0.8476
622,130,40,834,0.8273
622,130,40,906,0.8087
623,130,40,0,1
623,130,40,18,1.0737
623,130,40,42,1.057
623,130,40,66,1.0288
623,130,40,138,0.9859
623,130,40,234,0.961
623,130,40,330,0.9276
623,130,40,402,0.9103
623,130,40,498,0.8837
623,130,40,570,0.8688
623,130,40,666,0.8459
623,130,40,738,0.8258
623,130,40,834,0.8027
623,130,40,906,0.7864
624,130,40,0,1
624,130,40,18,1.1166
624,130,40,42,1.1023
624,130,40,66,1.077
624,130,40,138,1.0333
624,130,40,234,1.0054
624,130,40,330,0.9719
624,130,40,402,0.9533
624,130,40,498,0.9275
624,130,40,570,0.9149
624,130,40,666,0.8875
624,130,40,738,0.872
624,130,40,834,0.8442
624,130,40,906,0.8307
625,130,40,0,1
625,130,40,18,1.0261
625,130,40,42,1.0101
625,130,40,66,0.9951
625,130,40,138,0.9524
625,130,40,234,0.9204
625,130,40,330,0.8892
625,130,40,402,0.8638
625,130,40,498,0.8392
625,130,40,570,0.8126
625,130,40,666,0.7969
625,130,40,738,0.7687
625,130,40,834,0.7439
625,130,40,906,0.7283
626,130,40,0,1
626,130,40,18,1.0196
626,130,40,42,0.9984
626,130,40,66,0.9784
626,130,40,138,0.9349
626,130,40,234,0.904
626,130,40,330,0.8703
626,130,40,402,0.8469
626,130,40,498,0.8237
626,130,40,570,0.7995
626,130,40,666,0.785
626,130,40,738,0.7585
626,130,40,834,0.7359
626,130,40,906,0.7159
627,130,40,0,1
627,130,40,18,1.0278
627,130,40,42,1.0076
627,130,40,66,0.9799
627,130,40,138,0.9413
627,130,40,234,0.9196
627,130,40,330,0.8876
627,130,40,402,0.8659
627,130,40,498,0.8413
627,130,40,570,0.8193
627,130,40,666,0.8039
627,130,40,738,0.7764
627,130,40,834,0.7551
627,130,40,906,0.7336
628,130,40,0,1
628,130,40,18,1.0404
628,130,40,42,1.0218
628,130,40,66,0.992
628,130,40,138,0.953
628,130,40,234,0.931
628,130,40,330,0.9017
628,130,40,402,0.886
628,130,40,498,0.8588
628,130,40,570,0.8442
628,130,40,666,0.8227
628,130,40,738,0.8028
628,130,40,834,0.7755
628,130,40,906,0.7563
629,130,40,0,1
629,130,40,18,1.0475
629,130,40,42,1.0345
629,130,40,66,1.0107
629,130,40,138,0.9711
629,130,40,234,0.9426
629,130,40,330,0.9084
629,130,40,402,0.8893
629,130,40,498,0.864
629,130,40,570,0.8476
629,130,40,666,0.8216
629,130,40,738,0.8067
629,130,40,834,0.7783
629,130,40,906,0.7648
630,130,40,0,1
630,130,40,18,1.0561
630,130,40,42,1.036
630,130,40,66,1.021
630,130,40,138,0.9907
630,130,40,234,0.9629
630,130,40,330,0.9409
630,130,40,402,0.9238
630,130,40,498,0.8977
630,130,40,570,0.8839
630,130,40,666,0.8659
630,130,40,738,0.8615
630,130,40,834,0.824
630,130,40,906,0.8207
